solution_id,seed,surgery_id,ot_id,day,team_id,start_hour,duration_hr
1,1642588603,178,2,11,3,0.0,2.5
1,1642588603,159,1,20,4,0.0,3.5
1,1642588603,146,2,27,1,0.0,2.5
1,1642588603,74,1,2,4,0.0,1.5
1,1642588603,128,1,17,4,0.0,1.5
1,1642588603,82,2,32,1,0.0,4.0
1,1642588603,95,2,17,3,0.0,1.5
1,1642588603,194,1,17,4,1.5,1.5
1,1642588603,18,2,21,1,0.0,4.0
1,1642588603,5,2,31,3,0.0,2.5
1,1642588603,180,1,19,4,0.0,1.0
1,1642588603,87,2,4,3,0.0,1.5
1,1642588603,154,1,24,4,0.0,1.5
1,1642588603,190,1,15,4,0.0,3.5
1,1642588603,104,1,26,4,0.0,3.5
1,1642588603,160,2,23,3,0.0,2.5
1,1642588603,131,2,5,1,0.0,2.5
1,1642588603,48,2,35,1,0.0,4.0
1,1642588603,105,2,19,1,0.0,2.0
1,1642588603,59,2,11,3,2.5,1.5
1,1642588603,139,1,21,4,0.0,1.5
1,1642588603,66,2,23,3,2.5,1.5
1,1642588603,179,2,40,1,0.0,2.0
1,1642588603,136,3,3,2,0.0,4.0
1,1642588603,101,1,22,4,0.0,3.5
1,1642588603,51,2,17,1,1.5,4.0
1,1642588603,42,1,7,4,0.0,3.5
1,1642588603,141,1,19,4,1.0,3.5
1,1642588603,166,2,23,1,4.0,2.0
1,1642588603,199,3,23,2,0.0,4.5
1,1642588603,54,2,40,3,2.0,2.5
1,1642588603,85,2,27,3,2.5,2.5
1,1642588603,200,2,31,1,2.5,4.0
1,1642588603,23,2,13,3,0.0,1.5
1,1642588603,8,2,28,3,0.0,2.5
1,1642588603,103,2,29,3,0.0,2.5
1,1642588603,86,2,25,3,0.0,1.5
1,1642588603,62,1,21,4,1.5,1.5
1,1642588603,196,2,8,1,0.0,4.0
1,1642588603,76,2,21,1,4.0,2.0
1,1642588603,114,1,27,4,0.0,3.5
1,1642588603,186,1,29,4,0.0,3.5
1,1642588603,93,2,36,1,0.0,4.0
1,1642588603,184,2,33,1,0.0,4.0
1,1642588603,94,2,29,3,2.5,1.5
1,1642588603,11,2,34,3,0.0,2.5
1,1642588603,119,1,39,4,0.0,3.5
1,1642588603,147,2,15,1,0.0,2.0
1,1642588603,124,3,37,2,0.0,4.0
1,1642588603,17,2,5,1,2.5,4.0
1,1642588603,123,2,25,1,1.5,4.0
1,1642588603,121,2,6,1,0.0,2.5
1,1642588603,117,1,8,4,0.0,1.5
1,1642588603,39,3,40,2,0.0,4.5
1,1642588603,44,1,26,4,3.5,1.5
1,1642588603,112,3,9,2,0.0,4.5
1,1642588603,140,1,28,4,0.0,3.5
1,1642588603,84,3,11,2,0.0,4.5
1,1642588603,100,3,42,2,0.0,4.0
1,1642588603,102,1,13,4,0.0,3.5
1,1642588603,185,1,14,4,0.0,3.5
1,1642588603,21,1,25,5,0.0,1.0
1,1642588603,118,2,22,3,0.0,1.5
1,1642588603,188,2,32,3,4.0,2.5
1,1642588603,46,2,30,1,0.0,4.0
1,1642588603,61,2,19,3,2.0,2.5
1,1642588603,195,2,5,3,6.5,1.5
1,1642588603,168,2,26,1,0.0,2.0
1,1642588603,115,2,9,3,0.0,1.5
1,1642588603,167,1,34,4,0.0,3.5
1,1642588603,109,1,36,4,0.0,1.5
1,1642588603,69,2,16,3,0.0,1.5
1,1642588603,126,2,33,3,4.0,1.5
1,1642588603,106,2,17,3,5.5,1.5
